58	95
57	142
55	680
54	166
53	977
52	1926
51	725
50	941
49	3262
48	4746
47	4990
46	8923
45	12983
44	21210
43	31902
42	47785
41	52853
40	85315
39	123170
38	158253
37	234615
36	307705
35	470756
34	590094
33	829152
32	1124513
31	1365446
30	1793666
29	2223998
28	2879717
27	3299934
26	3768905
25	4331008
24	4478362
23	4737598
22	4815021
21	4318999
20	3502503
19	2540154
18	1628712
17	953963
16	331008
15	104455
14	36515
13	2850
12	461
11	154
10	140
9	104
