dai11153	8	0.000257226455741
dai11223	155	0.00498376257998
dai11238	3	9.64599209029e-05
dai11257	1	3.21533069676e-05
dai11261	6	0.000192919841806
dai11273	1	3.21533069676e-05
dai11290	5	0.000160766534838
dai11299	2	6.43066139352e-05
dai11375	1	3.21533069676e-05
dai11462	8	0.000257226455741
dai11541	5	0.000160766534838
dai11552	8	0.000257226455741
dai11555	25	0.000803832674191
dai11582	1	3.21533069676e-05
dai11613	2	6.43066139352e-05
dai11695	5	0.000160766534838
dai11707	1	3.21533069676e-05
dai11778	117	0.00376193691521
dai11927	73	0.00234719140864
dai11946	1	3.21533069676e-05
dai11995	1	3.21533069676e-05
dai12036	6	0.000192919841806
dai12139	1	3.21533069676e-05
dai12152	1	3.21533069676e-05
dai12275	2	6.43066139352e-05
dai12437	16	0.000514452911482
dai12448	1	3.21533069676e-05
dai12460	1	3.21533069676e-05
dai12521	78	0.00250795794347
dai12535	1	3.21533069676e-05
dai12558	3	9.64599209029e-05
dai12566	3	9.64599209029e-05
dai12680	65	0.0020899649529
dai12683	2	6.43066139352e-05
dai12698	1	3.21533069676e-05
dai12720	49	0.00157551204141
dai12740	3	9.64599209029e-05
dai12770	3	9.64599209029e-05
dai12821	2	6.43066139352e-05
dai12844	2	6.43066139352e-05
dai12853	2	6.43066139352e-05
dai12862	21	0.00067521944632
dai12870	1	3.21533069676e-05
dai12879	1	3.21533069676e-05
dai12900	56	0.00180058519019
dai12903	1	3.21533069676e-05
dai12919	9	0.000289379762709
dai12961	7	0.000225073148773
dai12976	1	3.21533069676e-05
dai13045	1	3.21533069676e-05
dai13051	2	6.43066139352e-05
dai13072	2	6.43066139352e-05
dai13117	1	3.21533069676e-05
dai13129	6	0.000192919841806
dai13194	116	0.00372978360824
dai13234	1	3.21533069676e-05
dai13266	181	0.00581974856114
dai13268	14	0.000450146297547
dai13285	2	6.43066139352e-05
dai13306	1	3.21533069676e-05
dai13331	1	3.21533069676e-05
dai13440	5	0.000160766534838
dai13501	1	3.21533069676e-05
dai13509	2	6.43066139352e-05
dai13519	1	3.21533069676e-05
dai13585	4	0.00012861322787
dai13587	1	3.21533069676e-05
dai13616	57	0.00183273849715
dai13619	5	0.000160766534838
dai13640	3	9.64599209029e-05
dai13709	6	0.000192919841806
dai13730	1	3.21533069676e-05
dai13737	1	3.21533069676e-05
dai13776	31	0.000996752515996
dai13780	1	3.21533069676e-05
dai13788	213	0.0068486543841
dai13865	18	0.000578759525417
dai13883	29	0.000932445902061
dai13902	233	0.00749172052346
dai13943	12	0.000385839683611
dai13973	2	6.43066139352e-05
dai14019	17	0.00054660621845
dai14125	163	0.00524098903572
dai14127	1	3.21533069676e-05
dai14128	21	0.00067521944632
dai14131	5	0.000160766534838
dai14181	110	0.00353686376644
dai14221	10	0.000321533069676
dai14347	1	3.21533069676e-05
dai14381	1	3.21533069676e-05
dai14386	1	3.21533069676e-05
dai14459	1	3.21533069676e-05
dai14463	7	0.000225073148773
dai14470	153	0.00491945596605
dai14482	2	6.43066139352e-05
dai14551	1	3.21533069676e-05
dai14650	7	0.000225073148773
dai14742	1	3.21533069676e-05
dai14836	2	6.43066139352e-05
dai14886	2	6.43066139352e-05
dai14902	39	0.00125397897174
dai14904	1	3.21533069676e-05
dai14938	2	6.43066139352e-05
dai14942	66	0.00212211825986
dai14955	10	0.000321533069676
dai14979	1	3.21533069676e-05
dai15012	23	0.000739526060255
dai15195	7	0.000225073148773
dai15284	6	0.000192919841806
dai15329	21	0.00067521944632
dai15393	1	3.21533069676e-05
dai15463	43	0.00138259219961
dai15495	1	3.21533069676e-05
dai15541	13	0.000417992990579
dai15563	17	0.00054660621845
dai15571	4	0.00012861322787
dai15573	1	3.21533069676e-05
dai15579	3	9.64599209029e-05
dai15580	2	6.43066139352e-05
dai15595	48	0.00154335873445
dai15602	3	9.64599209029e-05
dai15651	1	3.21533069676e-05
dai15669	2	6.43066139352e-05
dai15675	1	3.21533069676e-05
dai15681	132	0.00424423651973
dai15791	1	3.21533069676e-05
dai15796	10	0.000321533069676
