*	*	2534057	1.0	
fro32293	gro73461	111	4.38032767219e-05	
fro40251	sna45677	111	4.38032767219e-05	
gro35122	sna80324	111	4.38032767219e-05	
gro71621	gro94758	111	4.38032767219e-05	
dai35347	dai62779	110	4.34086526073e-05	
dai49199	dai62779	110	4.34086526073e-05	
dai62779	gro44993	110	4.34086526073e-05	
dai62779	gro61133	110	4.34086526073e-05	
ele17451	sna88283	110	4.34086526073e-05	
ele20847	ele26917	110	4.34086526073e-05	
ele26917	fro80039	110	4.34086526073e-05	
ele32164	gro38814	110	4.34086526073e-05	
ele66600	fro40251	110	4.34086526073e-05	
fro32293	fro40251	110	4.34086526073e-05	
gro81087	sna80324	110	4.34086526073e-05	
dai43223	gro94758	109	4.30140284927e-05	
dai62779	dai67621	109	4.30140284927e-05	
dai62779	fro92469	109	4.30140284927e-05	
dai62779	gro35122	109	4.30140284927e-05	
dai83733	gro56726	109	4.30140284927e-05	
dai85309	ele56788	109	4.30140284927e-05	
ele38289	sna66979	109	4.30140284927e-05	
fro40251	gro69543	109	4.30140284927e-05	
fro85978	gro71621	109	4.30140284927e-05	
dai55148	dai75645	108	4.2619404378e-05	
ele26917	gro85051	108	4.2619404378e-05	
ele32164	gro21487	108	4.2619404378e-05	
ele34057	sna45677	108	4.2619404378e-05	
ele49801	gro46854	108	4.2619404378e-05	
ele91337	sna45677	108	4.2619404378e-05	
fro78087	sna80324	108	4.2619404378e-05	
fro80039	sna80324	108	4.2619404378e-05	
dai22177	fro66272	107	4.22247802634e-05	
dai62779	fro78994	107	4.22247802634e-05	
dai70456	ele37770	107	4.22247802634e-05	
dai91290	ele17451	107	4.22247802634e-05	
dai91290	gro73461	107	4.22247802634e-05	
dai92600	gro21487	107	4.22247802634e-05	
ele17451	ele34057	107	4.22247802634e-05	
fro35904	fro85978	107	4.22247802634e-05	
fro35904	gro73461	107	4.22247802634e-05	
fro80039	sna96271	107	4.22247802634e-05	
dai42493	dai62779	106	4.18301561488e-05	
dai62779	gro64900	106	4.18301561488e-05	
ele26917	sna99873	106	4.18301561488e-05	
ele32164	fro89565	106	4.18301561488e-05	
ele32164	gro38814	106	4.18301561488e-05	
ele32164	sna45677	106	4.18301561488e-05	
ele59935	fro80039	106	4.18301561488e-05	
fro85978	sna55762	106	4.18301561488e-05	
gro36567	sna45677	106	4.18301561488e-05	
gro46854	gro81045	106	4.18301561488e-05	
gro56726	sna80324	106	4.18301561488e-05	
gro73461	sna69641	106	4.18301561488e-05	
dai22896	sna72163	105	4.14355320342e-05	
dai75645	gro15017	105	4.14355320342e-05	
dai83948	gro73461	105	4.14355320342e-05	
dai88352	ele17451	105	4.14355320342e-05	
dai88807	ele17451	105	4.14355320342e-05	
ele26917	fro85978	105	4.14355320342e-05	
fro31317	sna45677	105	4.14355320342e-05	
gro46854	sna99873	105	4.14355320342e-05	
dai31081	gro73461	104	4.10409079196e-05	
dai38969	dai62779	104	4.10409079196e-05	
dai62779	sna62128	104	4.10409079196e-05	
dai83733	dai87448	104	4.10409079196e-05	
dai83733	ele59935	104	4.10409079196e-05	
ele17451	fro53271	104	4.10409079196e-05	
ele17451	gro15017	104	4.10409079196e-05	
ele26917	gro99222	104	4.10409079196e-05	
ele32164	ele99737	104	4.10409079196e-05	
ele34057	ele91337	104	4.10409079196e-05	
ele99737	fro85978	104	4.10409079196e-05	
ele99737	gro56726	104	4.10409079196e-05	
fro19221	gro71621	104	4.10409079196e-05	
fro31317	gro21487	104	4.10409079196e-05	
fro85978	gro56726	104	4.10409079196e-05	
gro46854	gro61133	104	4.10409079196e-05	
gro71621	sna55762	104	4.10409079196e-05	
gro73461	gro81087	104	4.10409079196e-05	
dai46755	fro81176	103	4.0646283805e-05	
dai62779	ele81534	103	4.0646283805e-05	
dai88807	gro59710	103	4.0646283805e-05	
dai88807	gro73461	103	4.0646283805e-05	
ele32164	fro16142	103	4.0646283805e-05	
ele66810	gro59710	103	4.0646283805e-05	
ele66810	sna99873	103	4.0646283805e-05	
ele99737	fro40251	103	4.0646283805e-05	
fro80039	gro59710	103	4.0646283805e-05	
gro21487	gro71621	103	4.0646283805e-05	
gro30386	gro59710	103	4.0646283805e-05	
gro99222	sna90258	103	4.0646283805e-05	
dai43223	ele92920	102	4.02516596904e-05	
dai55148	ele32164	102	4.02516596904e-05	
dai62779	ele53126	102	4.02516596904e-05	
dai62779	fro24098	102	4.02516596904e-05	
dai62779	fro92261	102	4.02516596904e-05	
dai75645	fro78087	102	4.02516596904e-05	
dai95741	gro73461	102	4.02516596904e-05	
ele17451	gro56726	102	4.02516596904e-05	
ele26917	sna45677	102	4.02516596904e-05	
ele32164	ele74009	102	4.02516596904e-05	
ele66600	sna55762	102	4.02516596904e-05	
fro40251	sna47306	102	4.02516596904e-05	
fro85978	sna93860	102	4.02516596904e-05	
gro56726	gro73461	102	4.02516596904e-05	
sna24799	sna55617	102	4.02516596904e-05	
dai22177	dai63921	101	3.98570355758e-05	
dai22896	fro40251	101	3.98570355758e-05	
dai62779	ele66600	101	3.98570355758e-05	
dai62779	fro98729	101	3.98570355758e-05	
dai62779	sna95666	101	3.98570355758e-05	
dai87448	ele17451	101	3.98570355758e-05	
ele17451	ele99737	101	3.98570355758e-05	
ele17451	sna99873	101	3.98570355758e-05	
ele26917	sna55762	101	3.98570355758e-05	
ele28189	fro17734	101	3.98570355758e-05	
ele32164	ele74482	101	3.98570355758e-05	
ele34057	ele66810	101	3.98570355758e-05	
fro31317	gro21487	101	3.98570355758e-05	
fro35904	sna45677	101	3.98570355758e-05	
fro40251	gro81087	101	3.98570355758e-05	
gro73461	gro85051	101	3.98570355758e-05	
gro73461	sna44190	101	3.98570355758e-05	
gro94173	sna45677	101	3.98570355758e-05	
sna55762	sna99873	101	3.98570355758e-05	
dai62779	sna12663	100	3.94624114611e-05	
dai62779	sna47306	100	3.94624114611e-05	
dai75645	fro31317	100	3.94624114611e-05	
dai75645	sna90094	100	3.94624114611e-05	
dai88807	fro80039	100	3.94624114611e-05	
ele17451	sna90094	100	3.94624114611e-05	
ele37048	ele53126	100	3.94624114611e-05	
ele74482	gro30386	100	3.94624114611e-05	
fro35904	gro46854	100	3.94624114611e-05	
fro61354	gro73461	100	3.94624114611e-05	
fro78087	gro30386	100	3.94624114611e-05	
fro80039	fro85978	100	3.94624114611e-05	
fro80039	sna45677	100	3.94624114611e-05	
gro38814	gro71621	100	3.94624114611e-05	
