A	dai11257	1	3.21533069676e-05	
A	dai11273	1	3.21533069676e-05	
A	dai11375	1	3.21533069676e-05	
A	dai11582	1	3.21533069676e-05	
A	dai11707	1	3.21533069676e-05	
A	dai11946	1	3.21533069676e-05	
A	dai11995	1	3.21533069676e-05	
A	dai12139	1	3.21533069676e-05	
A	dai12152	1	3.21533069676e-05	
A	dai12448	1	3.21533069676e-05	
A	dai12460	1	3.21533069676e-05	
A	dai12535	1	3.21533069676e-05	
A	dai12698	1	3.21533069676e-05	
A	dai12870	1	3.21533069676e-05	
A	dai12879	1	3.21533069676e-05	
A	dai12903	1	3.21533069676e-05	
A	dai12976	1	3.21533069676e-05	
A	dai13045	1	3.21533069676e-05	
A	dai13117	1	3.21533069676e-05	
A	dai13234	1	3.21533069676e-05	
A	dai13306	1	3.21533069676e-05	
A	dai13331	1	3.21533069676e-05	
A	dai13501	1	3.21533069676e-05	
A	dai13519	1	3.21533069676e-05	
A	dai13587	1	3.21533069676e-05	
A	dai13730	1	3.21533069676e-05	
A	dai13737	1	3.21533069676e-05	
A	dai13780	1	3.21533069676e-05	
A	dai14127	1	3.21533069676e-05	
A	dai14347	1	3.21533069676e-05	
A	dai14381	1	3.21533069676e-05	
A	dai14386	1	3.21533069676e-05	
A	dai14459	1	3.21533069676e-05	
A	dai14551	1	3.21533069676e-05	
A	dai14742	1	3.21533069676e-05	
A	dai14904	1	3.21533069676e-05	
A	dai14979	1	3.21533069676e-05	
A	dai15393	1	3.21533069676e-05	
A	dai15495	1	3.21533069676e-05	
A	dai15573	1	3.21533069676e-05	
A	dai15651	1	3.21533069676e-05	
A	dai15675	1	3.21533069676e-05	
A	dai15791	1	3.21533069676e-05	
A	dai15846	1	3.21533069676e-05	
A	dai16008	1	3.21533069676e-05	
A	dai16086	1	3.21533069676e-05	
A	dai16110	1	3.21533069676e-05	
A	dai16124	1	3.21533069676e-05	
A	dai16135	1	3.21533069676e-05	
A	dai16143	1	3.21533069676e-05	
A	dai16251	1	3.21533069676e-05	
A	dai16265	1	3.21533069676e-05	
A	dai16309	1	3.21533069676e-05	
A	dai16502	1	3.21533069676e-05	
A	dai16558	1	3.21533069676e-05	
A	dai16601	1	3.21533069676e-05	
A	dai16774	1	3.21533069676e-05	
A	dai16975	1	3.21533069676e-05	
A	dai17047	1	3.21533069676e-05	
A	dai17166	1	3.21533069676e-05	
A	dai17278	1	3.21533069676e-05	
A	dai17410	1	3.21533069676e-05	
A	dai17458	1	3.21533069676e-05	
A	dai17495	1	3.21533069676e-05	
A	dai17665	1	3.21533069676e-05	
A	dai17744	1	3.21533069676e-05	
A	dai17786	1	3.21533069676e-05	
A	dai17842	1	3.21533069676e-05	
A	dai17912	1	3.21533069676e-05	
A	dai18147	1	3.21533069676e-05	
A	dai18249	1	3.21533069676e-05	
A	dai18374	1	3.21533069676e-05	
A	dai18417	1	3.21533069676e-05	
